⺼	rou
㧋	xuan
㧌	mao
㧍	bang
㧍	beng
㧍	fang
㧎	qia
㧎	ya
㧏	gang
㧐	song
㧑	hui
㧑	wei
㧒	xue
㧒	yi
㧒	yu
㧒	yue
㧓	gua
㧔	guai
㧕	jiu
㧕	liu
㧕	yu
㧖	e
㧗	ji
㧗	zhi
㧗	zi
㧘	cui
㧘	nao
㧘	zi
㧙	bi
㧙	bie
㧚	wa
㧛	lan
㧜	lie
㧝	jia
㧝	qia
㧞	ba
㧟	kuai
㧠	mi
㧡	hai
㧢	yin
㧣	zhu
㧤	chong
㧥	xian
㧦	hong
㧦	xuan
㧧	shu
㧨	qiu
㧩	pei
㧪	gui
㧪	wei
㧫	er
㧫	ruan
㧫	rui
㧬	gong
㧭	qiong
㧮	hu
㧯	lao
㧰	li
㧱	chen
㧱	na
㧱	ni
㧱	tian
㧲	san
㧳	bai
㧳	bo
㧳	pai
㧳	zhuo
㧴	e
㧴	wo
㧵	pou
㧶	keng
㧷	duo
㧷	tun
㧸	peng
㧹	te
㧺	ta
㧻	zhi
㧻	zhuo
㧻	zu
㧼	biao
㧽	gu
㧽	hu
㧾	hu
㧾	zong
㧿	chuang
㨀	bing
㨁	zhi
㨂	dong
㨃	cheng
㨃	dui
㨄	tiao
㨄	zhao
㨅	nei
㨅	rui
㨆	lin
㨇	po
㨈	ji
㨉	min
㨉	wen
㨊	duo
㨊	tuo
㨊	wei
㨋	che
㨋	le
㨋	zhen
㨌	gou
㨌	ru
㨍	bang
㨎	ru
㨎	ruan
㨏	tan
㨐	bu
㨐	pei
㨑	zong
㨒	kui
㨒	wei
㨒	xie
㨓	lao
㨓	liao
㨔	han
㨕	ying
㨖	zhi
㨗	jie
㨘	xing
㨙	xi
㨙	xie
㨚	sun
㨚	xun
㨛	shan
㨜	qian
㨝	xie
㨞	su
㨟	hai
㨠	mi
㨠	mian
㨡	hun
㨢	pi
㨣	yong
㨤	hui
㨤	kuai
㨤	wai
㨥	na
㨦	song
㨧	ben
㨨	chou
㨨	liu
㨩	jie
㨩	ting
㨪	huang
㨫	lan
㨬	yuan
㨭	hu
㨮	dou
㨯	huo
㨯	kuo
㨰	ge
㨰	gun
㨰	hun
㨰	huo
㨰	jie
㨱	yao
㨲	ce
㨳	gui
㨳	ji
㨴	jian
㨵	jian
㨶	chou
㨶	dao
㨶	zhou
㨷	jin
㨸	ma
㨹	hui
㨹	xue
㨺	men
㨺	mi
㨺	mian
㨻	can
㨻	shan
㨻	zan
㨼	lve
㨽	pi
㨽	qiao
㨾	yang
㨿	ju
㩀	ju
㩁	que
㩂	hu
㩃	qian
㩄	shai
㩅	chou
㩆	jiu
㩆	zu
㩇	hua
㩇	huo
㩇	zuo
㩈	xian
㩈	yun
㩉	da
㩉	la
㩉	xi
㩉	xie
㩊	xuan
㩋	su
㩋	xiao
㩌	fei
㩍	ce
㩎	ye
㩏	hei
㩐	den
㩑	sa
㩑	za
㩒	qin
㩓	hui
㩔	tun
㩕	ling
㩖	qiang
㩖	tiao
㩗	xi
㩗	xie
㩘	ni
㩘	yi
㩙	sai
㩚	meng
㩛	tuan
㩜	lan
㩝	hao
㩞	ce
㩞	ci
㩟	zhai
㩠	ao
㩠	piao
㩠	pou
㩡	luo
㩢	mi
㩢	mie
㩣	hui
㩤	fu
㩥	jian
㩦	xi
㩦	xie
㩧	bo
㩨	hui
㩩	qi
㩩	qing
㩪	xie
㩪	xin
㩪	ye
㩫	zhi
㩬	xi
㩭	bo
㩭	jiao
㩭	xiao
㩮	qian
㩮	xian
㩯	ban
㩯	pan
㩯	po
㩰	jiao
㩰	qiao
㩰	xiu
㩱	jue
㩲	kun
㩲	quan
㩳	song
㩴	ju
㩴	qu
㩵	e
㩶	nie
㩶	ning
㩷	qian
㩸	die
㩹	die
㩹	zha
㩺	pi
㩻	gui
㩻	qi
㩼	zhi
㩽	chi
㩽	e
㩽	qi
㩾	chui
㩾	qi
㩾	zhui
㩿	ku
㪀	yu
㪁	kan
㪁	qian
㪁	qin
㪂	ku
㪃	he
㪄	fu
㪅	geng
㪆	di
㪇	xian
㪈	gui
㪉	he
㪊	qun
㪋	han
㪋	he
㪌	tong
㪌	yu
㪍	bei
㪍	bo
㪎	na
㪎	shan
㪏	bi
㪐	lu
㪑	ye
㪒	ni
㪓	chuai
㪔	san
㪔	tan
㪕	diao
㪖	lu
㪗	tou
㪘	lian
㪙	ke
㪙	kuo
㪚	san
㪛	zhen
㪜	chuai
㪜	duo
㪝	lian
㪞	mao
㪟	dun
㪠	jian
㪠	qian
㪡	kai
㪡	ke
㪢	shao
㪣	qiao
㪣	xiao
㪤	bi
㪥	zha
㪦	yin
㪧	xi
㪨	shan
㪩	su
㪪	sa
㪪	xi
㪫	rui
㪬	chuo
㪬	zhuo
㪭	lu
㪮	ling
㪯	cha
㪯	ju
㪯	qu
㪰	zhai
㪱	huan
㪴	jia
㪵	ban
㪶	hu
㪷	dou
㪸	zhen
㪹	lou
㪺	ju
㪻	juan
㪼	ke
㪽	suo
㪾	ge
㪾	luo
㪿	she
㪿	zhe
㫀	ding
㫁	duan
㫂	zhu
㫃	yan
㫄	pang
㫅	cha
㫅	qi
㫅	shi
㫆	mi
㫉	ni
㫊	e
㫊	yi
㫋	zhan
㫌	jing
㫍	yao
㫍	you
㫎	gun
㫎	hui
㫎	kuai
㫏	yao
㫐	yao
㫑	shi
㫑	zhi
㫒	gong
㫓	qi
㫔	gen
㫕	guang
㫖	zhi
㫗	hou
㫘	mi
㫘	mian
㫙	fu
㫚	hu
㫛	guang
㫛	kuang
㫛	mu
㫜	dan
㫜	tan
㫝	di
㫞	tao
㫟	yan
㫠	ban
㫡	dong
㫢	qu
㫣	mian
㫤	chang
㫤	zhao
㫥	ming
㫦	tao
㫧	bao
㫨	an
㫩	chun
㫪	chong
㫫	xian
㫬	xu
㫭	shi
㫮	zi
㫯	mao
㫰	lang
㫱	nan
㫲	bei
㫲	bo
㫲	pei
㫳	chen
㫴	xiao
㫵	fei
㫶	cou
㫶	zhou
㫷	ji
㫸	jie
㫸	qie
㫹	dai
㫹	shu
㫹	yu
㫺	xi
㫻	kun
㫼	die
㫼	zhe
㫼	zhi
㫽	lu
㫾	shang
㫿	ju
㫿	sui
㬁	cha
㬂	yu
㬃	tai
㬄	chan
㬅	man
㬆	mian
㬆	min
㬇	huan
㬈	wen
㬉	nuan
㬉	ruo
㬊	huan
㬋	hou
㬌	jing
㬍	bo
㬎	xian
㬏	li
㬐	jin
㬐	xing
㬐	ying
㬐	zi
㬑	huo
㬒	mang
㬒	mao
㬓	piao
㬔	hao
㬕	yang
㬖	qi
㬗	xian
㬘	su
㬙	wei
㬚	che
㬛	xi
㬜	jin
㬝	ceng
㬝	song
㬞	he
㬟	fen
㬠	sha
㬠	shai
㬡	ling
㬢	xi
㬣	dui
㬤	qi
㬥	bo
㬥	pu
㬦	yue
㬧	bo
㬨	he
㬩	hui
㬪	die
㬪	zhi
㬫	yan
㬬	ju
㬭	jiao
㬭	shan
㬭	yao
㬮	kuai
㬮	nan
㬯	lie
㬰	yu
㬱	ti
㬲	tian
㬳	wu
㬴	hong
㬵	jiao
㬵	xiao
㬶	hao
㬷	jun
㬸	tiao
㬹	zheng
㬺	teng
㬻	hang
㬻	huang
㬼	fu
㬽	e
㬾	yi
㬿	dun
㬿	tun
㭀	shi
㭁	reng
㭂	jiao
㭃	gang
㭄	xin
㭅	shan
㭇	yuan
㭈	jue
㭈	kuai
㭉	hua
㭊	xi
㭋	bang
㭌	mou
㭌	yu
㭍	qi
㭎	gang
㭏	wei
㭑	mei
㭒	si
㭓	bian
㭔	lu
㭕	qu
㭖	fa
㭖	yi
㭗	yu
㭘	ge
㭘	he
㭙	she
㭙	zhe
㭚	lv
㭛	ba
㭛	pai
㭜	rong
㭝	ou
㭝	qiu
㭞	lie
㭟	gong
㭠	xian
㭡	xi
㭡	xin
㭢	xin
㭣	wen
㭤	niao
㭥	fu
㭦	cha
㭦	tuo
㭧	nan
㭨	xie
㭨	ye
㭩	lei
㭩	lie
㭩	ling
㭪	fu
㭫	cuan
㭫	cuo
㭫	zhen
㭬	zhuo
㭭	ba
㭭	bei
㭭	bie
㭭	fei
㭮	zan
㭮	zuo
㭯	die
㭯	na
㭯	zhe
㭰	ji
㭰	jue
㭰	zui
㭱	he
㭱	xia
㭲	ji
㭳	xiao
㭴	jian
㭶	guai
㭸	tu
㭹	xian
㭺	an
㭺	yan
㭻	tang
㭼	ta
㭽	di
㭾	jue
㭾	yue
㭿	ang
㮀	han
㮁	xiao
㮁	yao
㮂	ju
㮃	rui
㮃	wei
㮄	bang
㮄	bi
㮄	peng
㮅	zhui
㮆	nie
㮇	tian
㮈	nai
㮉	xia
㮊	mao
㮋	you
㮋	yu
㮌	mian
㮌	min
㮍	jian
㮎	bei
㮏	na
㮏	nai
㮏	ni
㮐	sheng
㮐	si
㮐	xing
㮑	cha
㮑	qi
㮒	yan
㮒	yin
㮓	gen
㮔	chong
㮔	tong
㮕	er
㮕	ruan
㮖	jia
㮗	qin
㮘	mao
㮙	e
㮚	li
㮛	chi
㮛	yi
㮜	zang
㮝	he
㮝	luo
㮞	jie
㮞	ni
㮞	ya
㮟	ji
㮟	ka
㮟	nian
㮟	peng
㮟	rou
㮠	rong
㮡	guan
㮢	hou
㮣	gai
㮣	ze
㮤	song
㮥	ben
㮥	fan
㮥	fen
㮦	se
㮦	suo
㮧	wen
㮧	wu
㮨	ji
㮩	xi
㮪	qiong
㮫	he
㮫	qia
㮫	xia
㮬	weng
㮭	xian
㮮	jie
㮯	hua
㮯	hun
㮯	kuan
㮰	bi
㮰	pi
㮱	shen
㮲	chou
㮳	zhen
㮴	sou
㮵	zhan
㮶	shi
㮶	shuo
㮷	ji
㮸	song
㮹	zhi
㮺	ben
㮻	sao
㮼	shan
㮽	ban
㮾	lang
㮿	bi
㯀	xian
㯀	xuan
㯁	bang
㯁	pei
㯂	dai
㯃	qi
㯄	zhi
㯅	bi
㯅	pi
㯆	chan
㯆	shan
㯇	bi
㯈	su
㯉	chu
㯉	huo
㯊	hen
㯋	jiong
㯋	ying
㯌	chuan
㯍	jiang
㯎	nen
㯏	gu
㯐	fang
㯐	tuo
㯒	mi
㯓	da
㯓	ta
㯔	cui
㯕	xi
㯖	de
㯗	ran
㯗	shun
㯗	xian
㯘	kuan
㯙	che
㯙	zhe
㯚	da
㯚	ta
㯛	hu
㯛	huo
㯜	cui
㯝	lu
㯞	juan
㯞	yue
㯟	lu
㯠	qian
㯠	xian
㯠	xun
㯡	pao
㯢	zhen
㯣	fen
㯤	li
㯥	cao
㯥	zao
㯦	qi
㯧	zhao
㯧	zhuo
㯨	li
㯩	ti
㯪	ling
㯫	qu
㯬	lian
㯭	lu
㯮	shu
㯯	dan
㯯	gong
㯯	ju
㯰	zhe
㯰	zhi
㯱	biao
㯱	pao
㯱	piao
㯲	jin
㯳	jing
㯳	qing
㯴	rong
㯵	dong
㯶	zong
㯷	pu
㯸	jin
㯹	biao
㯺	jian
㯻	gun
㯻	hun
㯼	ke
㯽	bin
㯾	zao
㯿	la
㯿	lie
㰀	li
㰁	luo
㰂	shen
㰂	sun
㰃	mian
㰄	jian
㰅	di
㰅	zhe
㰆	bei
㰇	jian
㰈	lian
㰉	zhen
㰊	xian
㰊	xun
㰋	pin
㰌	que
㰍	long
㰎	zui
㰏	gao
㰐	jue
㰐	kui
㰐	lei
㰐	tui
㰐	tuo
㰑	shan
㰒	she
㰒	xue
㰓	lan
㰔	xie
㰕	xi
㰖	lan
㰗	cu
㰗	qi
㰘	yi
㰙	nuo
㰚	li
㰛	yue
㰜	dian
㰝	yi
㰞	chi
㰟	ji
㰟	qi
㰠	hang
㰠	kang
㰡	xie
㰢	keng
㰣	zi
㰤	he
㰤	qie
㰥	hui
㰥	xi
㰦	qu
㰧	hai
㰨	xia
㰩	hai
㰪	gui
㰪	wa
㰫	chan
㰬	xun
㰭	xu
㰮	shen
㰯	hou
㰯	kou
㰯	tou
㰰	he
㰰	qie
㰰	xia
㰱	sha
㰲	xu
㰲	yu
㰳	ya
㰴	po
㰴	pou
㰵	zu
㰶	ou
㰶	you
㰷	zi
㰸	lian
㰸	luan
㰹	han
㰹	jin
㰹	xian
㰺	xia
㰻	hou
㰻	xi
㰻	yi
㰼	qie
㰼	sha
㰽	mi
㰽	yan
㰾	jiao
㰿	xi
㱀	chi
㱀	chuai
㱁	kuan
㱁	shi
㱂	kang
㱃	yin
㱄	hei
㱄	mo
㱅	yi
㱆	xi
㱇	se
㱇	xi
㱈	jin
㱉	ye
㱊	you
㱋	que
㱌	che
㱌	yan
㱌	ye
㱍	luan
㱎	kun
㱏	zheng
㱐	wu
㱑	sui
㱒	he
㱓	ling
㱔	suo
㱔	xie
㱕	gui
㱖	cui
㱗	xiu
㱘	an
㱘	yan
㱙	gua
㱙	xiu
㱚	can
㱚	hai
㱚	shan
㱛	bu
㱛	chuan
㱜	zha
㱝	wan
㱝	you
㱞	ji
㱞	la
㱞	yi
㱟	bo
㱟	pi
㱠	gu
㱠	ku
㱡	sheng
㱢	lang
㱣	tui
㱤	xi
㱥	leng
㱥	ling
㱦	e
㱦	gui
㱦	ji
㱦	qi
㱧	wo
㱧	yuan
㱨	lian
㱩	du
㱪	hun
㱪	men
㱫	lan
㱬	wei
㱭	duan
㱮	kuai
㱮	kui
㱯	ai
㱰	zai
㱱	hui
㱱	wu
㱱	xi
㱲	yi
㱳	mo
㱴	zi
㱵	ben
㱵	fen
㱶	beng
㱶	jiao
㱶	peng
㱶	qiao
㱶	ru
㱷	ji
㱸	bi
㱸	bie
㱹	li
㱹	suan
㱹	xian
㱺	lu
㱻	luo
㱼	hai
㱽	dan
㱽	qin
㱽	zhen
㱾	gai
㱾	kai
㱿	hu
㱿	qiang
㱿	que
㲀	chen
㲀	zhen
㲁	kong
㲁	zhong
㲂	cheng
㲃	jiu
㲄	jue
㲄	kou
㲄	ku
㲅	ji
㲆	ling
㲇	dong
㲈	shao
㲈	tao
㲉	que
㲊	rui
㲋	chuo
㲋	zhuo
㲋	zu
㲌	neng
㲍	zhi
㲎	lou
㲏	bao
㲏	pao
㲏	piao
㲏	pin
㲏	ping
㲐	jin
㲑	shui
㲒	bao
㲒	qu
㲓	rong
㲓	shu
㲔	xian
㲕	lei
㲖	xiao
㲗	fu
㲘	qu
㲙	sou
㲚	sha
㲛	zhi
㲜	tan
㲝	rong
㲞	su
㲞	zu
㲟	ying
㲠	mao
㲡	nai
㲡	ni
㲢	bian
㲢	bie
㲣	sou
㲤	shuai
㲥	tang
㲦	han
㲦	he
㲧	sao
㲧	zao
㲨	rong
㲩	ta
㲪	deng
㲫	pu
㲬	jiao
㲭	tan
㲮	ta
㲯	lan
㲯	ran
㲰	ning
㲱	lie
㲲	die
㲲	yi
㲳	die
㲳	zhi
㲴	zhong
㲴	zhou
㲵	xiao
㲶	lv
㲷	dan
㲸	xi
㲹	gui
㲹	qiu
㲺	ji
㲺	ke
㲺	lei
㲻	ni
㲼	cha
㲼	yi
㲽	nian
㲽	ren
㲽	xian
㲾	yu
㲿	wang
㳀	guo
㳀	kai
㳀	xi
㳁	ze
㳂	yan
㳃	cui
㳄	xian
㳅	jiao
㳅	liu
㳆	shu
㳆	tou
㳇	fu
㳈	pei
㳉	qing
㳊	you
㳊	zhong
㳋	qiu
㳌	ya
㳍	bu
㳎	bian
㳎	fan
㳏	chi
㳏	shi
㳐	sa
㳐	zha
㳑	yi
㳒	bian
㳒	fa
㳓	you
㳔	dui
㳕	lan
㳖	yi
㳗	cha
㳗	chai
㳘	chong
㳙	xuan
㳚	xu
㳚	yu
㳛	you
㳛	yu
㳜	xiu
㳝	kuang
㳞	zhong
㳟	gong
㳠	ta
㳡	guo
㳢	qiao
㳣	lao
㳤	shu
㳥	ju
㳥	long
㳦	xie
㳧	che
㳧	re
㳧	xi
㳨	jian
㳨	za
㳨	zan
㳩	tan
㳪	pan
㳪	pi
㳫	ta
㳫	zan
㳬	xuan
㳭	xian
㳮	niao
㳯	shen
㳰	gou
㳱	yang
㳲	tai
㳳	ke
㳴	mi
㳵	ji
㳶	gou
㳶	nou
㳶	ru
㳷	hu
㳷	min
㳷	tui
㳷	wen
㳸	hua
㳹	wang
㳺	you
㳻	ze
㳼	bi
㳼	yu
㳽	mi
㳾	qiang
㳿	xie
㴀	fan
㴁	yi
㴂	tan
㴃	lei
㴃	li
㴄	ying
㴄	yong
㴅	xiao
㴆	jin
㴆	xing
㴇	mang
㴇	she
㴈	yin
㴉	ji
㴊	yuan
㴋	su
㴌	gu
㴎	nai
㴏	wang
㴐	mian
㴑	su
㴒	yi
㴓	shai
㴓	zai
㴔	se
㴔	xi
㴔	yi
㴕	ji
㴖	luo
㴗	you
㴘	mao
㴙	zha
㴚	sui
㴛	zhi
㴜	bian
㴝	li
㴞	tao
㴟	yuan
㴠	han
㴢	zhong
㴣	yi
㴤	zhu
㴥	qiao
㴦	guan
㴧	xi
㴨	zhen
㴩	yong
㴪	nie
㴫	jun
㴫	ya
㴬	xie
㴭	yao
㴮	xie
㴯	zhi
㴰	neng
㴱	shen
㴲	si
㴳	long
㴴	chen
㴵	mi
㴶	hu
㴶	que
㴷	dan
㴸	na
㴸	shan
㴸	ye
㴹	mi
㴺	jia
㴻	shu
㴻	zhu
㴼	su
㴽	xie
㴽	yin
㴾	bo
㴿	ding
㵀	cuan
㵀	zu
㵁	huang
㵂	chuang
㵂	shu
㵃	she
㵄	han
㵄	qia
㵄	yu
㵅	dan
㵅	tan
㵆	hao
㵇	tian
㵈	gu
㵉	lin
㵊	na
㵊	shen
㵊	zhe
㵋	mi
㵌	chan
㵌	qiong
㵌	xun
㵍	men
㵎	han
㵎	jian
㵎	kan
㵏	cui
㵐	jue
㵑	he
㵒	bi
㵒	fei
㵒	pai
㵓	shi
㵔	che
㵕	shen
㵖	nv
㵗	fu
㵗	pan
㵗	ping
㵘	man
㵙	qing
㵚	fu
㵜	nan
㵝	yi
㵞	chou
㵟	wei
㵠	ku
㵡	bao
㵢	lei
㵣	ke
㵣	luo
㵤	dian
㵤	sha
㵤	xia
㵥	bi
㵥	mi
㵦	sui
㵧	ge
㵧	yi
㵨	bi
㵨	bo
㵨	pi
㵩	yi
㵪	xian
㵪	yan
㵫	ni
㵫	yi
㵬	ying
㵭	zhu
㵮	chun
㵮	wen
㵯	feng
㵰	xu
㵱	piao
㵲	wu
㵳	liao
㵳	liu
㵴	cang
㵵	ju
㵵	zou
㵶	zuo
㵷	bian
㵸	yao
㵸	yue
㵹	huan
㵹	mo
㵺	pai
㵻	sou
㵻	xiu
㵼	xie
㵽	dui
㵽	lei
㵾	jing
㵾	qing
㵿	xi
㵿	xiao
㶀	jiao
㶁	guo
㶁	huo
㶂	huang
㶃	wu
㶄	yan
㶅	xue
㶆	chu
㶆	zhu
㶇	heng
㶈	ying
㶉	xi
㶊	yi
㶋	rui
㶌	lian
㶍	xian
㶎	huan
㶏	yin
㶐	ying
㶑	lian
㶒	shan
㶒	shen
㶒	tan
㶓	cang
㶔	bei
㶕	jian
㶖	shu
㶗	fan
㶘	dian
㶙	rui
㶚	ba
㶛	yu
㶜	yuan
㶝	ying
㶞	nang
㶟	lei
㶠	yi
㶡	dai
㶡	huo
㶡	zuo
㶢	guang
㶣	chan
㶣	yin
㶤	chao
㶥	gan
㶦	jin
㶧	nen
㶨	pi
㶩	shen
㶪	pi
㶫	liao
㶬	mei
㶬	mo
㶭	jiu
㶭	you
㶮	shao
㶯	liu
㶰	han
㶲	yong
㶳	jin
㶴	chi
㶴	shi
㶵	ren
㶶	nong
㶷	xu
㶸	xie
㶹	hong
㶺	tian
㶻	feng
㶼	ai
㶼	xi
㶽	gua
㶾	biao
㶿	bo
㷀	qiong
㷂	shu
㷃	chui
㷃	cui
㷄	hui
㷅	chao
㷅	miao
㷆	dou
㷆	fu
㷇	guai
㷇	hui
㷇	kui
㷈	e
㷉	wei
㷉	yu
㷉	yun
㷊	fen
㷋	tan
㷌	gui
㷍	lun
㷎	he
㷎	hong
㷎	xie
㷏	yong
㷐	hui
㷑	yan
㷒	yu
㷓	zong
㷔	yan
㷕	qiu
㷖	zhao
㷗	jiong
㷘	tai
㷙	jian
㷚	ting
㷛	bao
㷜	yi
㷞	hou
㷟	tui
㷠	lin
㷡	jiong
㷢	zha
㷣	xing
㷤	he
㷤	hu
㷤	xue
㷥	zheng
㷦	xu
㷧	yuan
㷨	feng
㷩	guang
㷩	jiong
㷪	cui
㷪	zuan
㷫	qing
㷬	mo
㷭	feng
㷮	zao
㷯	beng
㷰	chi
㷰	li
㷱	xiong
㷲	dong
㷳	yan
㷴	ge
㷴	li
㷵	mo
㷶	bei
㷶	bi
㷷	juan
㷸	die
㷸	ye
㷹	shao
㷹	zhao
㷺	yan
㷻	wu
㷼	yan
㷽	shan
㷾	jue
㷿	xian
㸀	tai
㸁	han
㸂	sui
㸃	dian
㸄	ji
㸄	jie
㸅	ji
㸅	jie
㸆	kao
㸇	zuan
㸈	jiao
㸉	xie
㸊	la
㸊	lai
㸊	lie
㸋	fan
㸌	huo
㸍	xi
㸎	nie
㸏	mi
㸐	ran
㸑	cuan
㸒	jing
㸒	yin
㸓	mi
㸔	kan
㸕	jue
㸖	qu
㸗	tong
㸘	wan
㸙	zhe
㸚	li
㸛	shao
㸛	shuo
㸜	kong
㸝	kan
㸝	xian
㸞	ban
㸞	zhe
㸟	zhi
㸠	tiao
㸡	shu
㸢	bei
㸣	ye
㸣	yi
㸤	pian
㸥	chan
㸦	hu
㸦	jia
㸧	ken
㸧	yin
㸨	jiu
㸩	an
㸪	chun
㸫	qian
㸬	bei
㸬	fei
㸬	pei
㸭	ba
㸮	fen
㸯	ke
㸰	tuo
㸱	tuo
㸲	zuo
㸳	ling
㸵	gui
㸵	wei
㸶	yan
㸷	shi
㸸	hou
㸸	kou
㸸	ou
㸹	lie
㸹	luo
㸺	sha
㸻	si
㸼	feng
㸽	bei
㸾	ren
㸿	du
㹀	bo
㹀	zi
㹁	liang
㹂	ci
㹂	qian
㹃	bi
㹃	fei
㹄	ji
㹄	qi
㹅	zong
㹆	hui
㹇	he
㹇	jian
㹈	li
㹈	mao
㹉	wan
㹉	yuan
㹊	yue
㹋	xiu
㹌	chan
㹌	sheng
㹍	di
㹍	du
㹎	lei
㹏	jin
㹐	chong
㹐	zhou
㹑	si
㹑	yi
㹒	pu
㹓	yao
㹓	yi
㹔	jiang
㹕	huan
㹖	huan
㹗	tao
㹘	ru
㹘	rui
㹙	weng
㹚	weng
㹚	ying
㹛	rao
㹜	yin
㹝	shi
㹞	ya
㹞	yin
㹟	jue
㹟	kuai
㹠	tun
㹡	xuan
㹢	ga
㹢	jia
㹣	zhong
㹤	qie
㹤	que
㹥	zhu
㹦	diao
㹧	yang
㹨	you
㹩	jing
㹪	shan
㹫	xi
㹫	yi
㹬	shi
㹭	si
㹭	yi
㹮	mo
㹯	xiu
㹱	hu
㹱	que
㹱	ran
㹲	xiao
㹳	wu
㹴	geng
㹵	jing
㹵	ying
㹶	ting
㹷	shi
㹷	xin
㹸	ni
㹹	geng
㹺	ta
㹻	wei
㹻	wo
㹼	chu
㹼	ju
㹼	yu
㹽	chan
㹽	shan
㹾	jiao
㹾	piao
㹿	diao
㹿	zhao
㹿	zhuo
㺀	hu
㺀	nao
㺁	nao
㺂	gan
㺂	jian
㺂	yan
㺃	gou
㺄	yu
㺅	hou
㺆	yu
㺇	si
㺈	chi
㺉	hu
㺊	yang
㺋	weng
㺌	xian
㺍	pin
㺎	rong
㺏	lou
㺐	lao
㺐	sao
㺐	zhao
㺑	can
㺑	sao
㺑	shan
㺒	liao
㺒	nao
㺒	qiao
㺒	xiao
㺒	yao
㺓	piao
㺓	ze
㺔	hai
㺔	hui
㺔	wei
㺕	bian
㺕	fan
㺖	han
㺗	chan
㺗	dan
㺗	yan
㺘	zhan
㺙	shi
㺚	ta
㺛	zhu
㺜	nong
㺝	han
㺝	jian
㺞	yu
㺟	zhuo
㺠	you
㺠	yu
㺡	li
㺢	huo
㺣	xi
㺤	xian
㺥	chan
㺥	tan
㺦	lian
㺧	xiao
㺨	si
㺩	ba
㺩	jiu
㺩	se
㺪	pu
㺫	qiu
㺬	gong
㺭	zi
㺮	yu
㺯	nong
㺰	shi
㺱	reng
㺲	niu
㺳	mei
㺴	ba
㺵	jiu
㺶	jiu
㺷	xu
㺸	ping
㺹	bian
㺺	mao
㺻	fu
㺼	qiong
㺼	shu
㺼	xuan
㺽	pi
㺾	jiong
㺿	yi
㻀	you
㻀	yu
㻁	gui
㻂	ping
㻃	qu
㻄	bao
㻅	hui
㻅	kuai
㻆	xuan
㻇	quan
㻈	gou
㻉	bu
㻊	mang
㻊	men
㻊	meng
㻋	la
㻋	lei
㻌	tu
㻍	wu
㻎	li
㻎	se
㻏	ling
㻐	qun
㻑	ji
㻒	jun
㻓	zou
㻔	duo
㻔	rui
㻕	jue
㻖	dai
㻗	bei
㻗	fei
㻗	pei
㻘	shen
㻙	yu
㻚	peng
㻛	chang
㻛	yang
㻜	cong
㻝	la
㻞	ban
㻞	bin
㻟	sui
㻠	tu
㻡	die
㻡	jue
㻡	xie
㻢	shi
㻣	kan
㻤	gou
㻥	you
㻧	duo
㻧	he
㻨	wan
㻩	lian
㻪	sui
㻫	bi
㻬	tu
㻭	se
㻭	ze
㻮	can
㻯	tu
㻰	mian
㻰	re
㻰	wei
㻰	yu
㻰	zhi
㻱	jin
㻲	lv
㻳	li
㻴	man
㻵	zhan
㻶	bi
㻷	ji
㻸	cen
㻸	jin
㻸	xin
㻸	zen
㻹	xuan
㻺	li
㻺	lie
㻻	dui
㻼	tan
㻽	sui
㻽	xuan
㻾	yong
㻿	shu
㼀	da
㼁	yi
㼂	e
㼂	wen
㼂	yuan
㼃	la
㼄	ji
㼅	kuang
㼆	ying
㼇	qiong
㼇	wei
㼇	xi
㼈	luo
㼉	yin
㼉	zhen
㼊	tun
㼋	gu
㼋	jiu
㼋	mou
㼋	ru
㼌	yu
㼍	lei
㼎	bei
㼎	bo
㼎	ke
㼏	nei
㼐	pian
㼑	lian
㼑	luan
㼒	qiu
㼒	tang
㼓	lian
㼔	wen
㼕	dang
㼖	li
㼗	ding
㼗	ting
㼘	wa
㼙	zhou
㼚	gang
㼛	xing
㼜	ang
㼜	pou
㼝	fan
㼝	wan
㼞	beng
㼞	peng
㼟	bai
㼟	bo
㼠	tuo
㼡	shu
㼢	e
㼢	yi
㼣	bai
㼣	bo
㼤	qi
㼤	qie
㼤	ya
㼥	chu
㼥	kao
㼥	tou
㼦	gong
㼧	tong
㼨	han
㼩	cheng
㼩	sheng
㼪	jia
㼪	jie
㼫	hua
㼫	huan
㼬	xing
㼭	dian
㼭	niao
㼮	chai
㼮	qi
㼯	dong
㼰	e
㼰	pi
㼱	jun
㼱	ruan
㼲	lie
㼳	sheng
㼴	ou
㼵	di
㼶	yu
㼷	chuan
㼷	zhuan
㼸	rong
㼹	huang
㼹	kang
㼺	tang
㼻	cong
㼼	piao
㼽	chuang
㼽	shuang
㼾	lu
㼿	tong
㽀	zheng
㽁	li
㽂	sa
㽃	pan
㽄	si
㽅	deng
㽆	dang
㽇	guai
㽇	hu
㽇	hui
㽇	meng
㽇	se
㽈	yi
㽉	han
㽉	jian
㽉	xian
㽊	xie
㽋	luo
㽌	liu
㽍	gan
㽎	dan
㽎	tan
㽎	xin
㽏	gan
㽐	xian
㽑	tan
㽒	sheng
㽓	sheng
㽓	xing
㽔	rui
㽕	you
㽖	nan
㽗	mu
㽘	gang
㽙	jun
㽙	yun
㽚	chi
㽛	gou
㽛	qu
㽜	wan
㽝	li
㽞	liu
㽟	lie
㽠	xia
㽡	bei
㽢	an
㽢	ye
㽣	yu
